date,ticker,open,high,low,close,volume,next_close,ret_1d
2026-02-02,AAPL,260.0299987792969,270.489990234375,259.2099914550781,270.010009765625,73913400.0,269.4800109863281,-0.001962885671375392
2026-02-03,AAPL,269.20001220703125,271.8800048828125,267.6099853515625,269.4800109863281,64394700.0,276.489990234375,0.02601298412594514
2026-02-04,AAPL,272.2900085449219,278.95001220703125,272.2900085449219,276.489990234375,90545700.0,275.9100036621094,-0.002097676562446192
2026-02-05,AAPL,278.1300048828125,279.5,273.2300109863281,275.9100036621094,52977400.0,278.1199951171875,0.008009827210848688
2026-02-06,AAPL,277.1199951171875,280.9100036621094,276.92999267578125,278.1199951171875,50453400.0,274.6199951171875,-0.012584496121989554
2026-02-09,AAPL,277.9100036621094,278.20001220703125,271.70001220703125,274.6199951171875,44623400.0,273.67999267578125,-0.0034229206107338488
2026-02-10,AAPL,274.8900146484375,275.3699951171875,272.94000244140625,273.67999267578125,34376900.0,275.5,0.006650129249217156
2026-02-11,AAPL,274.70001220703125,280.17999267578125,274.45001220703125,275.5,51931300.0,261.7300109863281,-0.04998181130189428
2026-02-12,AAPL,275.5899963378906,275.7200012207031,260.17999267578125,261.7300109863281,81077200.0,255.77999877929688,-0.022733396848946215
2026-02-13,AAPL,262.010009765625,262.2300109863281,255.4499969482422,255.77999877929688,56290700.0,,
2026-02-16,AAPL,,,,,,263.8800048828125,
2026-02-17,AAPL,258.04998779296875,266.2900085449219,255.5399932861328,263.8800048828125,58469100.0,264.3500061035156,0.0017811172199721978
2026-02-18,AAPL,263.6000061035156,266.82000732421875,262.45001220703125,264.3500061035156,34203300.0,260.5799865722656,-0.014261469431454126
2026-02-19,AAPL,262.6000061035156,264.4800109863281,260.04998779296875,260.5799865722656,30845300.0,264.5799865722656,0.015350373037534467
2026-02-20,AAPL,258.9700012207031,264.75,258.1600036621094,264.5799865722656,42070500.0,266.17999267578125,0.006047343656806067
2026-02-23,AAPL,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200.0,272.1400146484375,0.02239094648979052
2026-02-24,AAPL,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600.0,274.2300109863281,0.007679856784716407
2026-02-25,AAPL,271.7799987792969,274.94000244140625,271.04998779296875,274.2300109863281,33714300.0,272.95001220703125,-0.004667610137537755
2026-02-26,AAPL,274.95001220703125,276.1099853515625,270.79998779296875,272.95001220703125,32345100.0,264.17999267578125,-0.03213049693728529
2026-02-27,AAPL,272.80999755859375,272.80999755859375,262.8900146484375,264.17999267578125,72366500.0,264.7200012207031,0.0020440932693362905
2026-03-02,AAPL,262.4100036621094,266.5299987792969,260.20001220703125,264.7200012207031,41780100.0,,
2026-02-02,RELIANCE.NS,1340.0,1392.9000244140625,1335.5,1390.4000244140625,15711165.0,1437.0999755859375,0.03358742113914672
2026-02-03,RELIANCE.NS,1473.9000244140625,1489.5,1430.199951171875,1437.0999755859375,25456171.0,1456.800048828125,0.013708213469390216
2026-02-04,RELIANCE.NS,1444.0,1464.0,1440.300048828125,1456.800048828125,8333387.0,1443.4000244140625,-0.009198259174168555
2026-02-05,RELIANCE.NS,1457.0,1461.5,1439.5,1443.4000244140625,11763658.0,1450.800048828125,0.005126800809821577
2026-02-06,RELIANCE.NS,1441.5,1452.800048828125,1433.5,1450.800048828125,8277304.0,1461.5999755859375,0.007444117999951872
2026-02-09,RELIANCE.NS,1458.0,1465.9000244140625,1453.0,1461.5999755859375,5775864.0,1458.5,-0.0021209466596322007
2026-02-10,RELIANCE.NS,1471.0,1471.0,1452.199951171875,1458.5,10259630.0,1468.699951171875,0.006993452980373672
2026-02-11,RELIANCE.NS,1459.5999755859375,1470.0,1453.5999755859375,1468.699951171875,7106877.0,1448.9000244140625,-0.01348126058151915
2026-02-12,RELIANCE.NS,1470.0,1473.0,1445.5,1448.9000244140625,11135399.0,1419.5999755859375,-0.020222270918915878
2026-02-13,RELIANCE.NS,1445.5,1450.699951171875,1416.300048828125,1419.5999755859375,10755693.0,1437.0999755859375,0.012327416385575031
2026-02-16,RELIANCE.NS,1420.0999755859375,1439.5999755859375,1409.300048828125,1437.0999755859375,5896514.0,1423.0,-0.009811408966302868
2026-02-17,RELIANCE.NS,1431.0999755859375,1431.800048828125,1418.5999755859375,1423.0,10731630.0,1441.300048828125,0.012860188916461701
2026-02-18,RELIANCE.NS,1427.0,1442.0999755859375,1419.199951171875,1441.300048828125,5521096.0,1409.5,-0.02206344810296829
2026-02-19,RELIANCE.NS,1443.0,1443.0,1400.0,1409.5,11884664.0,1419.4000244140625,0.0070237846144466124
2026-02-20,RELIANCE.NS,1409.5,1427.4000244140625,1406.0999755859375,1419.4000244140625,8177670.0,1428.0,0.006058880821484856
2026-02-23,RELIANCE.NS,1425.0,1434.9000244140625,1418.300048828125,1428.0,7758856.0,1428.800048828125,0.0005602582830007002
2026-02-24,RELIANCE.NS,1425.300048828125,1433.300048828125,1415.0,1428.800048828125,12529409.0,1398.5,-0.021206640392388378
2026-02-25,RELIANCE.NS,1435.0,1440.5,1393.5,1398.5,10728792.0,1406.800048828125,0.005934965197086164
2026-02-26,RELIANCE.NS,1398.5,1412.9000244140625,1391.9000244140625,1406.800048828125,16683858.0,1393.9000244140625,-0.009169763979471224
2026-02-27,RELIANCE.NS,1398.0,1410.4000244140625,1388.0999755859375,1393.9000244140625,12031440.0,1358.0,-0.02575509275075404
2026-03-02,RELIANCE.NS,1375.5,1378.5999755859375,1341.5,1358.0,23728722.0,,
2026-02-02,TCS.NS,3198.0,3198.0,3134.0,3169.60009765625,2636272.0,3225.300048828125,0.01757317940930849
2026-02-03,TCS.NS,3350.0,3350.0,3186.300048828125,3225.300048828125,4366060.0,2999.10009765625,-0.07013299468186289
2026-02-04,TCS.NS,3120.0,3120.0,2986.0,2999.10009765625,10852595.0,2991.5,-0.0025341260407378058
2026-02-05,TCS.NS,2990.0,3029.699951171875,2972.300048828125,2991.5,3521545.0,2941.60009765625,-0.01668056237464483
2026-02-06,TCS.NS,2976.60009765625,2985.0,2916.0,2941.60009765625,4687389.0,2948.199951171875,0.0022436270385235236
2026-02-09,TCS.NS,2959.10009765625,2977.0,2937.5,2948.199951171875,2380318.0,2984.60009765625,0.012346566409074923
2026-02-10,TCS.NS,2949.800048828125,3011.60009765625,2943.5,2984.60009765625,3547763.0,2909.800048828125,-0.025062000395585347
2026-02-11,TCS.NS,2980.0,2998.0,2904.199951171875,2909.800048828125,3363513.0,2750.10009765625,-0.054883479446016084
2026-02-12,TCS.NS,2869.800048828125,2880.0,2740.0,2750.10009765625,10612156.0,2692.199951171875,-0.021053832380035883
2026-02-13,TCS.NS,2585.0,2713.0,2585.0,2692.199951171875,11168735.0,2706.60009765625,0.005348839887656497
2026-02-16,TCS.NS,2700.0,2719.800048828125,2671.0,2706.60009765625,2918730.0,2717.39990234375,0.003990173759637403
2026-02-17,TCS.NS,2716.0,2760.0,2695.199951171875,2717.39990234375,4209118.0,2694.89990234375,-0.008279973801645394
2026-02-18,TCS.NS,2730.0,2730.0,2657.300048828125,2694.89990234375,2950820.0,2677.89990234375,-0.0063082120360816105
2026-02-19,TCS.NS,2708.0,2748.699951171875,2666.60009765625,2677.89990234375,3238849.0,2686.199951171875,0.0030994619406276673
2026-02-20,TCS.NS,2667.0,2702.60009765625,2647.5,2686.199951171875,2293482.0,2676.300048828125,-0.0036854673977010136
2026-02-23,TCS.NS,2686.0,2704.0,2660.199951171875,2676.300048828125,4699596.0,2573.699951171875,-0.03833654514977707
2026-02-24,TCS.NS,2641.0,2647.5,2561.300048828125,2573.699951171875,7798833.0,2629.300048828125,0.021603177802810222
2026-02-25,TCS.NS,2596.0,2654.199951171875,2595.0,2629.300048828125,3621285.0,2647.699951171875,0.006998023048739077
2026-02-26,TCS.NS,2650.0,2671.0,2635.0,2647.699951171875,3464267.0,2637.39990234375,-0.003890187339228596
2026-02-27,TCS.NS,2681.60009765625,2688.60009765625,2626.10009765625,2637.39990234375,5083717.0,2613.5,-0.0090619182637078
2026-03-02,TCS.NS,2592.0,2623.800048828125,2580.300048828125,2613.5,3374385.0,,
2026-02-02,TSLA,421.2900085449219,427.1499938964844,414.5,421.80999755859375,58739500.0,421.9599914550781,0.00035559587812647637
2026-02-03,TSLA,424.2699890136719,428.55999755859375,413.69000244140625,421.9599914550781,56886500.0,406.010009765625,-0.03779974882085749
2026-02-04,TSLA,420.4599914550781,423.8999938964844,399.17999267578125,406.010009765625,74606900.0,397.2099914550781,-0.021674387573909347
2026-02-05,TSLA,397.0199890136719,402.1000061035156,387.5299987792969,397.2099914550781,72819800.0,411.1099853515625,0.03499406912088306
